financials.arpu_max,financials.arpu_min,financials.arr_max,financials.arr_min,financials.cac_max,financials.cac_min,financials.created_at,financials.gross_churn_max,financials.gross_churn_min,financials.id,financials.ltv_cac,financials.ltv_dollars,financials.ltv_months,financials.mrr_max,financials.mrr_min,financials.num_customers_max,financials.num_customers_min,financials.raised,financials.revenue_2016,financials.revenue_2017,financials.updated_at,id,industry,location,logo_url,name,num_employees,podcast.guest.advice,podcast.guest.age,podcast.guest.favorite_book_name,podcast.guest.favorite_book_url,podcast.guest.favorite_ceo_name,podcast.guest.favorite_ceo_url,podcast.guest.favorite_tool_name,podcast.guest.favorite_tool_url,podcast.guest.hours_sleep,podcast.guest.id,podcast.guest.kids,podcast.guest.married,podcast.guest.name,podcast.guest.url,podcast.id,podcast.url,private,sub_category,url,year_founded
12000.0,12000.0,201600000.0,201600000.0,,,Sun May 20 2018 10:44:16 GMT+0000 (UTC),,,RmluYW5jaWFsczo3OTQ=,,,,16800000.0,16800000.0,1400.0,1400.0,86000000.0,201600000,201600000.0,Thu Mar 01 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozODc=,Sales Automation,"San Francisco, California",https://logo.clearbit.com/https://www.xactlycorp.com/,Xactly,723.0,Stay the course. Spend more time with your parents.,51.0,Outliers,,"Marc Benioff, Elon Musk",,LinkedIn,,7,Rm91bmRlcjozNzc=,2.0,Yes,Chris Cabrera,https://www.linkedin.com/in/christophercabrera,UG9kY2FzdDozNzc=,,False, Sales Performance Management,https://www.xactlycorp.com/,2005.0
16667.0,6667.0,,10000000.0,300000.0,130000.0,Wed Jan 17 2018 19:41:55 GMT+0000 (UTC),,,RmluYW5jaWFsczozNzU=,,,,,833333.0,500.0,,63000000.0,9999996,9999996.0,Wed Jan 17 2018 19:41:55 GMT+0000 (UTC),Q29tcGFueToyNjM=,Misc,"New York, NY",https://logo.clearbit.com/https://www.smartling.com/,Smartling,200.0,Understand sales sooner,48.0,Thinking fast and slow,,Tim Cook,,Google Docs,,4.8,Rm91bmRlcjoyNTY=,4.0,Yes,Jack Welde,https://www.linkedin.com/in/jackwelde/,UG9kY2FzdDoyNTY=,,False,Translations,https://www.smartling.com/,2009.0
80.0,80.0,4000000.0,4000000.0,40.0,40.0,Fri Dec 07 2018 09:15:48 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNDUx,,,,333333.0,333333.0,2500.0,2500.0,0.0,30000,3999996.0,Thu Sep 20 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NjM=,Real Estate,,https://logo.clearbit.com/https://www.relahq.com/,Rela,5.0,Learn to program.,35.0,4 hour work week,,Robert Rifkin,,Intercom,,6,Rm91bmRlcjo1NTM=,0.0,Yes,Mike Land,,UG9kY2FzdDo1NTM=,,False,Real Estate,https://www.relahq.com/,2016.0
250.0,250.0,6000000.0,4000000.0,1500.0,1500.0,Thu May 24 2018 10:44:26 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo3OTg=,16.67,25000.0,100.0,500000.0,333000.0,2100.0,2100.0,0.0,2700000,3996000.0,Tue Mar 20 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozOTE=,Human Resources,"San Francisco, California",https://logo.clearbit.com/https://recruiterbox.com/,Recruiterbox,35.0,Skip the undergrad school.,36.0,The Everything Store,,Elon Musk,,Gusto,,7,Rm91bmRlcjozODE=,0.0,Yes,Raj Sheth,https://www.linkedin.com/in/rajsheth81/,UG9kY2FzdDozODE=,,False,Recruiting,https://recruiterbox.com/,2011.0
2500.0,2500.0,1500000.0,1500000.0,,3000.0,Wed Jan 31 2018 14:41:39 GMT+0000 (UTC),,,RmluYW5jaWFsczozOTg=,,,,125000.0,125000.0,50.0,50.0,1000000.0,600000,1500000.0,Wed Jan 31 2018 14:41:39 GMT+0000 (UTC),Q29tcGFueToyNzU=,Marketing Automation,"London, UK",https://logo.clearbit.com/https://turtl.co/,Turtl,20.0,Have kids younger,33.0,Play bigger,,John Mackey,,Intercom,,5,Rm91bmRlcjoyNjk=,2.0,Yes,Nick Mason,https://www.linkedin.com/in/nick-mason-09196343/,UG9kY2FzdDoyNjk=,,False,Content Marketing,https://turtl.co/,2014.0
,1190.0,,1000000.0,,,Tue Jan 08 2019 11:25:13 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNTI5,,,,,83333.0,70.0,70.0,16000000.0,999996,999996.0,Mon Sep 24 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1OTQ=,Team Communication,"San Francisco, California",https://logo.clearbit.com/https://www.zinc.it/,Zinc,30.0,Enjoy the process.,40.0,Winning by Jack Welch,,Elon Musk,,Salesforce,,6,Rm91bmRlcjo1ODQ=,2.0,Yes,Stacey Epstein,https://www.linkedin.com/in/staceyepstein/,UG9kY2FzdDo1ODQ=,,False,Communication,https://www.zinc.it/,2016.0
1000.0,1000.0,1200000.0,1200000.0,2500.0,2500.0,Mon Sep 10 2018 09:30:14 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo5MzA=,12.0,30000.0,30.0,100000.0,100000.0,100.0,100.0,0.0,1200000,1200000.0,Sun Aug 05 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MDc=,Team Communication,"New York, New York",https://logo.clearbit.com/www.shufflrr.com,Shufflrr,12.0,"No one cares about you, take care of yourself.",51.0,Play Bigger,,Steve Jobs,,Stripe,,6,Rm91bmRlcjo0OTc=,2.0,Yes,James Ontra,https://www.linkedin.com/in/jamesontra/,UG9kY2FzdDo0OTc=,,False,File Management,www.shufflrr.com,2013.0
70.0,70.0,8400000.0,8400000.0,30.0,,Mon Feb 19 2018 18:14:57 GMT+0000 (UTC),1.0,1.0,RmluYW5jaWFsczo1NTY=,233.33,7000.0,100.0,700000.0,700000.0,10000.0,10000.0,0.0,8400000,,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueTo5NQ==,Marketing Automation,"LA, Paris, Sau Paulo",https://business-hangouts.com/wp-content/themes/businesshangouts/images/logo.png,Business Hangouts,10.0,“I knew how to start a business with very little capital”,46.0,Power of the Mind,,Mark Zuckerberg,https://en.wikipedia.org/wiki/Mark_Zuckerberg,Calendly,https://calendly.com/,No,Rm91bmRlcjo5NQ==,,,Gary Guseinov,https://www.linkedin.com/in/garyguseinov,UG9kY2FzdDo5NQ==,https://soundcloud.com/nathan-latka/ep-495-webex-killer-5m-in,False,Webinar Marketing,https://business-hangouts.com,2016.0
100.0,100.0,48000.0,36000.0,,,Wed Jan 16 2019 09:28:11 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNTY1,,,,4000.0,3000.0,15.0,15.0,,36000,36000.0,Mon Sep 24 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo2MDE=,Marketing Automation,North Carolina,https://logo.clearbit.com/https://contentlaunch.com/,Content Launch,8.0,Take a risk.,47.0,Steve Jobs Bio,,Elon Musk,,Hubspot,,6.5,Rm91bmRlcjo1OTE=,0.0,No,Jon Wuebben,https://www.linkedin.com/in/jonwuebben/,UG9kY2FzdDo1OTE=,,False,Content Marketing,https://contentlaunch.com/,2018.0
1500.0,1500.0,5000000.0,4000000.0,,,Thu Dec 20 2018 16:49:01 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNTEx,,,,416000.0,333333.0,,100.0,12000000.0,250000,3999996.0,Sat Sep 22 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NzY=,Technical Solutions,"California, Guadalajara, Canada",https://www.paystand.com/hs-fs/hubfs/logo_small22.png?width=268&height=108&name=logo_small22.png,PayStand,30.0,Life is a blessing.,36.0,Founders at Work,,Marc Benioff,,Hubspot,,5,Rm91bmRlcjo1NjY=,0.0,Yes,Jeremy Almond,https://www.linkedin.com/in/jeremyalmond/,UG9kY2FzdDo1NjY=,,False,Payments,https://www.paystand.com/,2014.0
50.0,50.0,24000000.0,24000000.0,,,Thu Feb 22 2018 21:39:12 GMT+0000 (UTC),,,RmluYW5jaWFsczo2MTI=,,,,2000000.0,2000000.0,40000.0,40000.0,10000000.0,24000000,,Wed Jul 13 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNDQ=,Sales Automation,,https://logo.clearbit.com/prosperworks.com,ProsperWorks,67.0,Start your companies earlier.,37.0,Crossing the Chasm,http://amzn.to/2aGDOH9,Marc Benioff,https://twitter.com/benioff$130lang=en,Google Apps,https://apps.google.com/,No,Rm91bmRlcjoxNDQ=,2.0,,Jon Lee,https://www.linkedin.com/in/jonlee168,UG9kY2FzdDoxNDQ=,https://soundcloud.com/nathan-latka/ep-397-prosperworks-saas-40k,False,CRM,prosperworks.com,2011.0
1100.0,1000.0,12000000.0,6000000.0,13000.0,,Fri Feb 23 2018 18:50:11 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo2ODY=,7.69,100000.0,100.0,1000000.0,500000.0,500.0,500.0,7000000.0,6000000,6000000.0,Fri Oct 13 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMTM=,Human Resources,"Vancuver, Canada",https://logo.clearbit.com/https://www.jostle.me/,Jostle,65.0,"""When you establish a team of people around you, don't get overly concerned of people bailing once things get tough.""",62.0,Winning at New Products,,,,Trello,https://trello.com/,7,Rm91bmRlcjozMDc=,2.0,Yes,Brad Palmer,https://www.linkedin.com/in/bjfpalmer,UG9kY2FzdDozMDc=,https://soundcloud.com/nathan-latka/919-saas-a-more-engaging-slack,False,Communication,https://www.jostle.me/,2009.0
,1700.0,3000000.0,3000000.0,20000.0,10000.0,Thu Jun 21 2018 08:48:00 GMT+0000 (UTC),2.0,1.0,RmluYW5jaWFsczo4Mjg=,8.0,80000.0,48.0,255000.0,255000.0,150.0,150.0,4000000.0,1500000,3060000.0,Thu Feb 22 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0MTk=,Marketing Automation,"Phoenix, Arizona",https://logo.clearbit.com/https://www.clearvoice.com/,ClearVoice,25.0,Take some time off.,36.0,Essentialism,,Brian Halligan,,,,6.5,Rm91bmRlcjo0MDk=,2.0,Yes,Joe Griffin,https://www.linkedin.com/in/joegriffinjr/,UG9kY2FzdDo0MDk=,,False,Content Marketing,https://www.clearvoice.com/,2013.0
50.0,50.0,3100000.0,3100000.0,150.0,150.0,Mon Oct 29 2018 11:47:30 GMT+0000 (UTC),4.0,3.0,RmluYW5jaWFsczoxMjIw,11.11,1666.0,33.33,258000.0,258000.0,5000.0,5000.0,4000000.0,3096000,3096000.0,Sun Aug 26 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MjU=,Marketing Automation,"Boston, Massachusetts, United States",https://logo.clearbit.com/https://www.privy.com/,Privy.com,20.0,Stop focusing on trying to raise money.,32.0,Hug your haters,,Toby Luke,,Intercom,,7,Rm91bmRlcjo1MTU=,1.0,Yes,Ben Jabbawy,https://www.linkedin.com/in/benjaminjabbawy/,UG9kY2FzdDo1MTU=,,False,Email Marketing,https://www.privy.com/,2015.0
450.0,450.0,27000.0,27000.0,,,Mon Aug 13 2018 09:14:48 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo4OTM=,,,,2250.0,2250.0,5.0,5.0,0.0,0,0.0,Tue Jun 05 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NzI=,Team Communication,Denmark,https://logo.clearbit.com/https://pre.do/,PRE.DO,3.0,Go for it!,43.0,The Corporate Startup,,Jeff Bezos,,Stripe,,8,Rm91bmRlcjo0NjI=,3.0,ye,Uffe Koch,https://www.linkedin.com/in/uffekoch/,UG9kY2FzdDo0NjI=,,False,Communication,https://pre.do/,2017.0
150.0,150.0,144000.0,144000.0,100.0,,Tue Feb 20 2018 16:56:03 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo1Njg=,150.0,15000.0,100.0,12000.0,12000.0,80.0,80.0,2000000.0,144000,,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNjY=,Sales Automation,"Baton Rouge, Louisana",https://logo.clearbit.com/docufirst.com,DocuFirst,16.0,“Pay attention in class”,40.0,Trump: The Art of the Deal,http://amzn.to/2fpJo3y,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk,Trello,https://trello.com,No,Rm91bmRlcjoxNjY=,3.0,,Randall Nachman,https://www.linkedin.com/in/randall-nachman-972b8a8,UG9kY2FzdDoxNjY=,https://soundcloud.com/nathan-latka/ep-492-2m-raised-12k-mrr-with,False,Document Signing,docufirst.com,2015.0
2500.0,2500.0,18000000.0,15000000.0,30000.0,30000.0,Thu May 10 2018 08:22:15 GMT+0000 (UTC),2.0,1.0,RmluYW5jaWFsczo3ODQ=,10.0,300000.0,120.0,1500000.0,1250000.0,600.0,500.0,33000000.0,15000000,15000000.0,Tue Jul 18 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozNzM=,Marketplace,New York,https://logo.clearbit.com/https://feedvisor.com/,Feedvisor,100.0,"Whenever you make a decision, you need to think a little bit longer.",46.0,The Black Swan,,Jeff Bezos,,Whatsapp,,7,Rm91bmRlcjozNjc=,2.0,Yes,Victor Rosenman,https://www.linkedin.com/in/vrosenman/,UG9kY2FzdDozNjc=,,False,E-Commerce,https://feedvisor.com/,2011.0
1000.0,1000.0,7000000.0,7000000.0,,,Fri Dec 14 2018 11:17:41 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNDk1,,,,583333.0,583333.0,500.0,500.0,4200000.0,6999996,6999996.0,Fri Sep 21 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NzA=,Business Intelligence,"Redmond, Washington",https://logo.clearbit.com/https://versium.com/,Versium,6.0,Be more confident.,50.0,subtle art of not giving a fuck,,Elon Musk,,Gmail,,5.5,Rm91bmRlcjo1NjA=,3.0,No,Chris Matty,https://www.linkedin.com/in/chrismatty/,UG9kY2FzdDo1NjA=,,False,Predictive Analytics,https://versium.com/,2012.0
200.0,200.0,10000000.0,10000000.0,807.0,807.0,Thu Jan 03 2019 16:42:02 GMT+0000 (UTC),2.0,1.0,RmluYW5jaWFsczoxNTI0,14.87,12000.0,60.0,833333.0,833333.0,9000.0,9000.0,21000000.0,9999996,9999996.0,Sun Sep 23 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1ODk=,Misc,Remote,https://logo.clearbit.com/https://www.cloudbeds.com/,Cloudbeds,197.0,Take a job and lived abroad.,36.0,Neuromarketing,,Jeff Weiner,,GrooveApp,,6,Rm91bmRlcjo1Nzk=,0.0,Yes,Adam Harris,https://www.linkedin.com/in/adambharris/,UG9kY2FzdDo1Nzk=,,False,Hospitality,https://www.cloudbeds.com/,2012.0
49.0,49.0,882000.0,882000.0,360.0,360.0,Mon Feb 19 2018 20:28:46 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo1NTc=,4.9,1764.0,36.0,73500.0,73500.0,1500.0,1500.0,1000000.0,882000,,Fri Sep 23 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMw==,Misc,Houston,https://logo.clearbit.com/cstorepro.com,CStorePro,16.0,“Move fast and willing to fail a little quicker. Don’t regret the old stuff”,34.0,The Innovator’s Dilemma,http://amzn.to/2e5uZvV,Mark Zuckerberg,https://en.wikipedia.org/wiki/Mark_Zuckerberg,JIRA,https://www.atlassian.com/software/jira,No,Rm91bmRlcjozMw==,1.0,Yes,Arif Momin,https://angel.co/mominari,UG9kY2FzdDozMw==,https://soundcloud.com/nathan-latka/ep-452-70k-mrr-cstorepro-data,False,Convenience Stores/Gas Stations,cstorepro.com,2011.0
750.0,750.0,2700000.0,2700000.0,9750.0,9000.0,Thu Aug 02 2018 08:48:49 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4Nzc=,8.33,75000.0,100.0,225000.0,225000.0,300.0,300.0,10000000.0,1800000,2700000.0,Mon May 07 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NjE=,Team Communication,"Provo, Utah",https://logo.clearbit.com/https://www.sococo.com/,Sococo,30.0,Patience and perspective.,49.0,Lincoln on Leadership,,Howard Schultz,,Slack,,4.5,Rm91bmRlcjo0NTE=,2.0,Yes,Marc Kirshbaum,https://www.linkedin.com/in/marckirshbaum/,UG9kY2FzdDo0NTE=,,False,Task Management,https://www.sococo.com/,2008.0
150.0,150.0,18000000.0,18000000.0,3500.0,1500.0,Mon Feb 19 2018 15:08:25 GMT+0000 (UTC),2.0,,RmluYW5jaWFsczo1NTE=,5.0,7500.0,50.0,1500000.0,1500000.0,10000.0,10000.0,80000000.0,18000000,18000000.0,Fri Jan 27 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MQ==,Human Resources,"NYC, San Francisco, Philiedlpiha, Scottsdale",https://logo.clearbit.com/booker.com,Booker,200.0,“Startups are a blast but they are not easy”,44.0,Make Big Happen,http://amzn.to/2oPlDI4,Steve Case,https://en.wikipedia.org/wiki/Steve_Case,OpenTable,https://www.opentable.com/start/home,6.5,Rm91bmRlcjo1MQ==,2.0,,Josh McCarter,https://www.linkedin.com/in/joshmccarter/,UG9kY2FzdDo1MQ==,,False,Schedule Meetings,booker.com,2011.0
400.0,400.0,480000.0,480000.0,600.0,600.0,Wed Sep 12 2018 12:36:25 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo5NDE=,66.67,40000.0,100.0,40000.0,40000.0,92.0,92.0,0.0,480000,480000.0,Sat Aug 18 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MTg=,Marketing Automation,Remote,https://logo.clearbit.com/https://www.brax.io/,Brax,3.0,"Publish your work, be patient.",36.0,Wooden,,Ray Dalio,,Typeform,,7,Rm91bmRlcjo1MDg=,2.0,Yes,Mark Simon,https://www.linkedin.com/in/mesimoniv/,UG9kY2FzdDo1MDg=,,False,A/B Testing,https://www.brax.io/,2015.0
3333.0,3333.0,2000000.0,2000000.0,25000.0,25000.0,Sat Dec 22 2018 13:21:39 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczoxNTEz,,,,166667.0,166667.0,50.0,50.0,0.0,2000004,2000004.0,Sat Sep 22 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1Nzg=,Technical Solutions,"Atlanta, Remote",https://logo.clearbit.com/https://lbaware.com/,LBA Ware,25.0,Trusted myself more!.,49.0,Predictable Revenue,,David Cummings,,Redgate Database,,5.5,Rm91bmRlcjo1Njg=,3.0,Yes,Lori Brewer,https://www.linkedin.com/in/loribrewer/,UG9kY2FzdDo1Njg=,,False,Software Development,https://lbaware.com/,2008.0
84.0,70.0,900000.0,900000.0,300.0,300.0,Mon Aug 06 2018 08:25:08 GMT+0000 (UTC),6.0,5.0,RmluYW5jaWFsczo4ODE=,4.67,1400.0,20.0,75000.0,75000.0,900.0,900.0,200000.0,420000,900000.0,Wed Dec 20 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NjU=,Team Communication,"Tartu, Tartumaa, Estonia",https://logo.clearbit.com/https://weekdone.com/,Weekdone,12.0,Say no more often!,43.0,Richard Branson Bio,,Jason Fried,,Inspectlet,,7.5,Rm91bmRlcjo0NTU=,0.0,No,Juri Kaljundi,https://www.linkedin.com/in/jkaljundi/,UG9kY2FzdDo0NTU=,,False,Project Management,https://weekdone.com/,2013.0
25.0,25.0,,1200000.0,,,Tue Feb 20 2018 15:21:43 GMT+0000 (UTC),3.0,,RmluYW5jaWFsczo1NjM=,,500.0,20.0,,100000.0,,4000.0,0.0,1200000,1200000.0,Mon Aug 07 2017 11:29:08 GMT+0000 (UTC),Q29tcGFueToyMA==,Business Intelligence,Vegas,https://logo.clearbit.com/crazyegg.com,CrazyEgg,10.0,,31.0,Drive,,,,Google Analytics,,8,Rm91bmRlcjoyMA==,0.0,No,Neil Patel,https://www.linkedin.com/in/neilkpatel,UG9kY2FzdDoyMA==,https://soundcloud.com/nathan-latka/ep-416-4000-new-saas-customers,False,Website Analytics,crazyegg.com,2007.0
41000.0,4100.0,147600000.0,14760000.0,,,Tue Feb 27 2018 13:27:07 GMT+0000 (UTC),,,RmluYW5jaWFsczo3MjI=,,,,12300000.0,1230000.0,300.0,300.0,0.0,14760000,14760000.0,Mon Feb 06 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNTY=,Sales Automation,,https://logo.clearbit.com/alphatrust.com,AlphaTrust,20.0,"“At that time, I wished I would know what happened with the internet before it happened”",59.0,Crossing the Chasm,http://amzn.to/2oyAvqI,,,HubSpot,https://www.hubspot.com/,7,Rm91bmRlcjoxNTY=,3.0,,Bill Brice,https://www.linkedin.com/in/billbrice/,UG9kY2FzdDoxNTY=,,False,Document Management,alphatrust.com,1998.0
185.0,110.0,100000000.0,60000000.0,,,Fri Feb 23 2018 18:24:32 GMT+0000 (UTC),,,RmluYW5jaWFsczo2NjE=,,,,8333333.0,5000000.0,45000.0,45000.0,27000000.0,45000000,60000000.0,Mon Dec 11 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozOA==,Human Resources,"San Francisco, Portland, Melbourne",https://logo.clearbit.com/expensify.com,Expensify,110.0,Stop listening to VCs.,42.0,The Innovator’s Dilemma,http://amzn.to/2oXNDWl,Elon Musk,,Google Docs,https://www.google.com/docs/about/,8,Rm91bmRlcjozOA==,1.0,Yes,David Burrett,https://www.linkedin.com/in/davidmbarrett/,UG9kY2FzdDozOA==,https://soundcloud.com/nathan-latka/655-expensify-450k-customers,False,Accounting,expensify.com,2008.0
5000.0,4000.0,720000.0,600000.0,,,Fri Feb 23 2018 18:26:56 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo2NjM=,,,,60000.0,50000.0,12.0,12.0,8800000.0,600000,600000.0,Wed May 03 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMDQ=,Technical Solutions,"San Francisco, CA",https://logo.clearbit.com/https://sigopt.com/,SigOpt,13.0,It doesn’t get easier.,30.0,The Hard Thing About Hard Things,,Marc Andreessen,,Slack,,8,Rm91bmRlcjoyOTg=,0.0,Yes,Scott Clark,https://www.linkedin.com/in/sc932/,UG9kY2FzdDoyOTg=,,False,Data Crunching,https://sigopt.com/,2014.0
8000.0,7500.0,,36000000.0,5000.0,,Fri Feb 23 2018 18:48:12 GMT+0000 (UTC),1.0,0.0,RmluYW5jaWFsczo2ODM=,150.0,750000.0,100.0,,3000000.0,,380.0,0.0,36000000,36000000.0,Wed Sep 27 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToyNzI=,Marketing Automation,"Toronto, Ontario",https://logo.clearbit.com/https://www.maropost.com/,Maropost,158.0,Move Faster,34.0,,,Elon Musk,,Google Drive,,8.5,Rm91bmRlcjoyNjU=,0.0,Yes,Ross Andrew Paquette,https://www.linkedin.com/in/rossandrew1/,UG9kY2FzdDoyNjU=,https://soundcloud.com/nathan-latka/901-saas-bootstrapped,False,Email Marketing,https://www.maropost.com/,2011.0
10000.0,3000.0,4800000.0,4800000.0,15000.0,10000.0,Wed Nov 29 2017 17:50:07 GMT+0000 (UTC),2.0,1.0,RmluYW5jaWFsczozMDM=,10.0,100000.0,24.0,400000.0,400000.0,,50.0,10000000.0,2000000,5000000.0,Wed Nov 29 2017 17:50:07 GMT+0000 (UTC),Q29tcGFueToyNDA=,Sales Automation,Boston,https://logo.clearbit.com/jebbit.com,Jebbit,39.0,Be Patient,26.0,Hard Thing about Hard Things,,Elon Musk,,Doodle,,5,Rm91bmRlcjoyMzM=,0.0,No,Tom Coburn,https://www.linkedin.com/in/tom-coburn-b8aa2b34/,UG9kY2FzdDoyMzM=,https://soundcloud.com/nathan-latka/858-saas-college-business-plan,False,Contact Data,jebbit.com,2012.0
10.0,10.0,24000000.0,24000000.0,10.0,,Thu Feb 22 2018 16:43:03 GMT+0000 (UTC),5.0,5.0,RmluYW5jaWFsczo2MDY=,20.0,200.0,20.0,2000000.0,2000000.0,200000.0,200000.0,0.0,24000000,,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNjQ=,Sales Automation,"Boston, Kieve Ukraine",https://logo.clearbit.com/pdffiller.com,PDFFiller,160.0,“That doing is more important than knowing”,38.0,Guerilla Marketing,http://amzn.to/2fBaly8,Marc Benioff,https://en.wikipedia.org/wiki/Marc_Benioff,Google Analytics,https://analytics.google.com,No,Rm91bmRlcjoxNjQ=,1.0,,Borya Shakhnovich,https://www.linkedin.com/in/shaxno,UG9kY2FzdDoxNjQ=,https://soundcloud.com/nathan-latka/ep-494-pdffiller-10m-revenue,False,Document Signing,pdffiller.com,2008.0
40.0,40.0,14400000.0,14400000.0,85.0,85.0,Sat Dec 01 2018 11:31:08 GMT+0000 (UTC),5.0,,RmluYW5jaWFsczoxNDA2,11.76,1000.0,36.0,1200000.0,1200000.0,30000.0,30000.0,2900000.0,3500000,14400000.0,Wed Sep 19 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NTU=,Team Communication,SF - Remote,https://logo.clearbit.com/https://webflow.com/,WebFlow,65.0,Start sleeping more!,35.0,Leaders Eat Last,,Elon Musk,,Google Inbox,,7,Rm91bmRlcjo1NDU=,2.0,Yes,Vlad Magdalin,https://www.linkedin.com/in/vladmagdalin/,UG9kY2FzdDo1NDU=,,False,Website Builders,https://webflow.com/,2013.0
30.0,30.0,720000.0,720000.0,,,Sat May 19 2018 09:57:31 GMT+0000 (UTC),,,RmluYW5jaWFsczo3OTM=,,,,60000.0,60000.0,30.0,30.0,7000000.0,720000,720000.0,Thu Mar 01 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozODY=,Sales Automation,"Toronto, Canada",https://logo.clearbit.com/https://nudge.ai/,Nudge,22.0,It's hard to build a business.,45.0,The Sales Development Playbook,,,,"FullStory, Intercom",,6,Rm91bmRlcjozNzY=,2.0,Yes,Paul Teshima,https://www.linkedin.com/in/paulteshima/,UG9kY2FzdDozNzY=,,False,CRM,https://nudge.ai/,2014.0
1000.0,1000.0,480000.0,480000.0,5000.0,3600.0,Mon Sep 10 2018 09:55:13 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo5MzE=,9.17,33000.0,33.0,40000.0,40000.0,40.0,40.0,450000.0,480000,480000.0,Mon Aug 06 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MDg=,Human Resources,Singapore,https://logo.clearbit.com/https://engagerocket.co/,EngageRocket,17.0,Think bigger,35.0,From impossive to inevitable,,Andy Grove,,Trello,,6.5,Rm91bmRlcjo0OTg=,3.0,Yes,CheeTung,https://www.linkedin.com/in/cheetung/?originalSubdomain=sg,UG9kY2FzdDo0OTg=,,False,Team Management,https://engagerocket.co/,2016.0
4000.0,400.0,1000000.0,960000.0,,,Wed Apr 25 2018 11:13:56 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo3Njg=,,,,88000.0,80000.0,68.0,68.0,6000000.0,960000,960000.0,Sat Aug 19 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozNTg=,Technical Solutions,"San Mateo, California",https://logo.clearbit.com/https://www.packetzoom.com/,PacketZoom,20.0,Shlomi would tell himself how exciting it is to do your own thing.,48.0,Built to Last,,,,Mix Rank,,6.5,Rm91bmRlcjozNTI=,3.0,Yes,Shlomi Gian,https://www.linkedin.com/in/shlomigian/,UG9kY2FzdDozNTI=,,False,Mobile,https://www.packetzoom.com/,2013.0
